customerID,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
7074-STDCN,No phone service,DSL,No,No,No,Yes,No,Yes
3705-PSNGL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8739-QOTTN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1399-OUPJN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0277-BKSQP,No,DSL,No,No,No,No,Yes,No
6502-HCJTI,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
2606-RMDHZ,No phone service,DSL,No,Yes,No,No,No,No
5774-XZTQC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2676-SSLTO,Yes,DSL,No,No,No,Yes,Yes,No
6266-QHOJZ,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
7269-JISCY,No,DSL,No,No,No,No,No,No
0363-SVHYR,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
8547-NSBBO,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
8258-GSTJK,Yes,Fiber optic,No,No,No,No,No,No
6861-OKBCE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9940-RHLFB,No,Fiber optic,No,No,Yes,No,No,No
6591-QGOYB,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
9070-BCKQP,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
6421-SZVEM,No,Fiber optic,Yes,No,No,No,No,Yes
1328-EUZHC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2995-UPRYS,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
8878-RYUKI,No,DSL,No,No,Yes,No,No,Yes
9633-DENPU,No,DSL,No,Yes,No,No,Yes,No
7811-JIVPF,No,DSL,No,No,Yes,No,No,No
7113-HIPFI,No,DSL,Yes,Yes,Yes,Yes,No,No
8541-QVFKM,Yes,Fiber optic,No,No,No,No,No,No
6686-YPGHK,No,Fiber optic,Yes,No,No,No,No,Yes
1383-EZRWL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9258-CNWAC,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5371-VYLSX,Yes,Fiber optic,Yes,Yes,No,No,No,No
6374-AFWOX,No,DSL,Yes,Yes,Yes,Yes,No,No
4759-TRPLW,No,Fiber optic,No,No,No,No,No,No
5317-FLPJF,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes
7621-VPNET,Yes,Fiber optic,No,No,Yes,Yes,No,No
6034-YMTOB,No,Fiber optic,No,No,No,Yes,No,No
8563-IIOXK,No,DSL,Yes,No,No,No,No,No
4903-CNOZC,Yes,DSL,No,Yes,Yes,No,No,Yes
4353-HYOJD,No,DSL,No,Yes,No,No,No,No
8020-BWHYL,No,Fiber optic,No,Yes,No,No,No,No
7267-FRMJW,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2982-VPSGI,Yes,Fiber optic,No,No,No,No,Yes,Yes
4188-FRABG,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
8199-ZLLSA,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4128-ETESU,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
0620-DLSLK,No,Fiber optic,No,No,No,No,Yes,No
4625-EWPTF,No phone service,DSL,Yes,No,No,No,No,No
5980-NOPLP,Yes,Fiber optic,No,No,No,No,Yes,Yes
3850-OKINF,Yes,DSL,Yes,No,No,No,Yes,No
6892-XPFPU,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8010-EZLOU,Yes,Fiber optic,No,Yes,No,No,No,No
1156-ZFYDO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3295-YVUSR,Yes,Fiber optic,No,No,No,No,No,No
8016-NCFVO,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
4119-ZYPZY,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5549-ZGHFB,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7577-SWIFR,No,Fiber optic,No,No,No,No,Yes,Yes
0303-WMMRN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6408-OTUBZ,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No
5204-HMGYF,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1078-TDCRN,No phone service,DSL,No,Yes,No,No,No,No
3727-OVPRY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3797-FKOGQ,Yes,Fiber optic,No,No,No,No,No,Yes
7622-NXQZR,No phone service,DSL,No,No,No,Yes,No,No
6196-HBOBZ,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
3970-XGJDU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7017-VFULY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5562-YJQGT,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8807-OPMBM,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5439-WIKXB,No,Fiber optic,No,Yes,No,No,Yes,Yes
9874-QLCLH,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
8294-UIMBA,No,Fiber optic,No,No,No,Yes,Yes,Yes
8109-YUOHE,No,DSL,Yes,Yes,No,No,No,No
5840-NVDCG,No,DSL,Yes,Yes,No,Yes,No,Yes
8092-NLTGF,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5928-QLDHB,Yes,Fiber optic,No,No,No,No,No,No
9840-EFJQB,No,Fiber optic,No,Yes,No,No,No,No
0696-UKTOX,No,DSL,No,Yes,No,Yes,No,No
4801-KFYKL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3472-OAOOR,No phone service,DSL,Yes,Yes,No,No,No,No
6135-OZQVA,Yes,DSL,Yes,No,No,No,No,No
8062-YBDOE,No,Fiber optic,No,No,No,No,No,No
2252-JHJGE,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4188-PCPIG,No,DSL,Yes,Yes,No,Yes,Yes,No
6000-APYLU,No,Fiber optic,No,No,No,No,No,Yes
7105-BENQF,No,DSL,Yes,No,Yes,No,No,Yes
7721-DVEKZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3566-VVORZ,No,DSL,No,No,No,No,No,No
9507-HSMMZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2480-SQIOB,No,DSL,No,No,No,No,No,No
0947-IDHRQ,No,Fiber optic,No,No,No,No,Yes,No
7813-TKCVO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0128-MKWSG,No phone service,DSL,Yes,No,No,Yes,No,Yes
3672-YITQD,Yes,Fiber optic,No,No,No,No,No,Yes
4350-ZTLPI,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9048-JVYVF,No,DSL,No,No,No,Yes,Yes,Yes
0361-HJRDX,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
5727-MYATE,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3823-KYNQY,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8988-ECPJR,Yes,Fiber optic,No,Yes,No,No,No,No
7570-WELNY,Yes,Fiber optic,Yes,Yes,No,No,No,No
3021-VLNRJ,No,DSL,Yes,No,Yes,Yes,Yes,No
3776-EKTKM,No phone service,DSL,No,No,No,No,Yes,No
2080-CAZNM,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1028-FFNJK,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
6907-FLBER,Yes,DSL,No,Yes,No,No,No,No
3001-UNBTL,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5982-PSMKW,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3507-GASNP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7096-ZNBZI,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1902-XBTFB,No,Fiber optic,No,Yes,Yes,No,Yes,No
1676-MQAOA,No,DSL,Yes,Yes,Yes,Yes,Yes,No
0786-IVLAW,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7566-DSRLQ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0643-OKLRP,Yes,Fiber optic,Yes,No,No,No,No,No
7245-JMTTQ,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6050-IJRHS,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6202-JVYEU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8591-TKMZH,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
0734-OXWBT,No,DSL,No,No,No,Yes,Yes,Yes
4282-ACRXS,No phone service,DSL,No,No,No,No,No,No
0365-TRTPY,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
7349-ALMUX,No,DSL,Yes,Yes,Yes,Yes,No,No
9381-NDKME,No phone service,DSL,No,No,Yes,No,No,Yes
6502-KUGLL,No,DSL,Yes,Yes,No,Yes,No,No
1841-YSJGV,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
2794-XIMMO,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
8382-SHQEH,Yes,Fiber optic,No,No,No,No,No,Yes
3511-BFTJW,No phone service,DSL,Yes,Yes,Yes,No,No,No
7668-XCFYV,Yes,Fiber optic,No,No,No,No,Yes,Yes
2983-ZANRP,No,Fiber optic,No,Yes,No,No,No,No
7845-URHJN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3034-ZBEQN,No phone service,DSL,No,Yes,Yes,No,No,No
5018-HEKFO,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2923-ARZLG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3976-NLDEZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2282-YGNOR,No,DSL,Yes,No,Yes,Yes,No,No
5336-UFNZP,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6854-EXGSF,Yes,DSL,Yes,Yes,Yes,No,No,No
1241-EZFMJ,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9233-PSYHO,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
5376-PCKNB,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8044-BGWPI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4060-LDNLU,Yes,Fiber optic,No,No,No,No,Yes,Yes
3589-PPVKW,No,DSL,No,No,No,No,No,No
8327-LZKAS,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
5887-IKKYO,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
1075-BGWOH,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1755-RMCXH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0302-JOIVN,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
3858-XHYJO,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
4299-SIMNS,Yes,Fiber optic,Yes,No,No,No,No,No
7025-IWFHT,No,Fiber optic,No,Yes,No,Yes,Yes,No
6261-LHRTG,No,DSL,No,Yes,Yes,No,No,No
7841-FCRQD,No,DSL,No,Yes,No,Yes,No,No
2056-EVGZL,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8777-MBMTS,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7753-USQYQ,No,DSL,No,Yes,No,Yes,No,Yes
5366-IJEQJ,Yes,Fiber optic,No,No,Yes,No,Yes,No
7661-CPURM,No,Fiber optic,No,No,No,Yes,No,Yes
6233-HXJMX,Yes,Fiber optic,No,No,Yes,No,No,Yes
5902-WBLSE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1981-INRFU,No,Fiber optic,No,No,No,No,Yes,No
4971-PUYQO,Yes,Fiber optic,No,No,No,No,Yes,Yes
3239-TPHPZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5115-GZDEL,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3338-CVVEH,Yes,Fiber optic,No,No,No,No,Yes,Yes
8485-GJCDN,No,Fiber optic,No,No,No,No,No,No
2615-YVMYX,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2851-STERV,No,DSL,No,No,Yes,Yes,Yes,Yes
4393-GEADV,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
8486-AYEQH,Yes,Fiber optic,No,No,No,No,No,No
1527-SXDPN,Yes,Fiber optic,No,No,Yes,Yes,No,Yes
6029-WTIPC,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8634-CILSZ,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5419-JKZNQ,Yes,Fiber optic,No,No,No,No,No,No
2495-KZNFB,Yes,Fiber optic,Yes,No,No,No,No,Yes
1409-PHXTF,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4560-WQAQW,Yes,DSL,Yes,No,No,Yes,No,Yes
9591-YVTEB,No phone service,DSL,Yes,Yes,No,No,Yes,No
9309-BZGNT,No phone service,DSL,No,No,Yes,No,No,No
4274-DRSQT,Yes,Fiber optic,No,Yes,No,No,Yes,No
2027-DNKIV,No,DSL,Yes,No,Yes,Yes,No,No
8075-GXIUB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2885-HIJDH,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
5424-RLQLC,No,DSL,No,Yes,No,No,Yes,No
6682-QJDGB,No,DSL,Yes,Yes,No,No,No,No
6507-DTJZV,No,DSL,No,No,No,No,Yes,Yes
8780-IXSTS,Yes,Fiber optic,No,Yes,No,No,Yes,No
7673-BQGKU,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6723-WSNTY,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
9530-EHPOH,Yes,DSL,No,No,Yes,No,No,No
2725-IWWBA,No,DSL,Yes,No,Yes,Yes,No,No
0345-HKJVM,No,Fiber optic,No,No,No,No,Yes,Yes
1061-PNTHC,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
0394-YONDK,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6574-MCOEH,Yes,DSL,No,No,Yes,Yes,Yes,Yes
7399-QHBJS,Yes,DSL,Yes,Yes,No,Yes,No,No
3049-SOLAY,Yes,Fiber optic,No,No,No,No,Yes,Yes
0997-YTLNY,No,DSL,No,No,No,Yes,No,No
3317-HRTNN,No phone service,DSL,No,No,No,No,Yes,Yes
9479-HYNYL,No,DSL,No,Yes,Yes,Yes,Yes,Yes
3235-ETOOB,No,Fiber optic,Yes,No,No,No,No,No
9708-KFDBY,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8058-INTPH,No,Fiber optic,No,No,No,No,Yes,No
3642-GKTCT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0774-RMNUW,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes
1334-PDUKM,Yes,Fiber optic,No,Yes,Yes,No,No,No
0756-MPZRL,No phone service,DSL,No,No,Yes,Yes,No,No
2242-MFOTG,Yes,Fiber optic,Yes,No,No,No,No,No
2927-CVULT,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
2144-BFDSO,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8745-PVESG,No phone service,DSL,Yes,No,Yes,Yes,No,No
7647-GYYKX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5647-FXOTP,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5569-OUICF,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
8821-XNHVZ,No,Fiber optic,No,No,No,No,Yes,No
2082-OJVTK,Yes,Fiber optic,No,No,Yes,No,No,Yes
9700-ISPUP,No,DSL,No,Yes,No,Yes,No,Yes
9839-ETQOE,No phone service,DSL,Yes,Yes,Yes,No,No,No
6078-VESFR,No,Fiber optic,No,No,No,No,No,No
9027-TMATR,No,DSL,Yes,No,Yes,Yes,Yes,Yes
5940-NFXKV,Yes,Fiber optic,No,No,No,No,No,Yes
1941-HOSAM,No,Fiber optic,No,No,No,No,Yes,Yes
9110-HSGTV,No,DSL,Yes,No,Yes,Yes,Yes,Yes
0704-VCUMB,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6171-ZTVYB,Yes,DSL,Yes,Yes,No,Yes,No,No
8053-WWDRO,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9564-KCLHR,No,DSL,No,No,No,Yes,No,No
1935-IMVBB,No,Fiber optic,No,No,No,No,Yes,Yes
2535-PBCGC,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
2082-CEFLT,No,DSL,No,No,No,No,No,No
1470-PSXNM,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
1213-NGCUN,No,DSL,No,No,No,Yes,No,No
2498-XLDZR,No,DSL,Yes,Yes,Yes,Yes,No,Yes
9866-OCCKE,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5338-YHWYT,No,DSL,Yes,Yes,No,Yes,No,No
7718-UPSKJ,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
8731-WBBMB,No,DSL,No,Yes,Yes,Yes,Yes,Yes
1448-CYWKC,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7901-IIDQV,Yes,DSL,No,No,No,Yes,No,No
2690-DVRVK,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5688-KZTSN,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1270-XKUCC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0334-ZFJSR,Yes,DSL,Yes,Yes,No,Yes,No,No
2894-QOJRX,No phone service,DSL,No,No,No,No,Yes,No
5747-PMBSQ,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
5583-EJXRD,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
4565-EVZMJ,No,DSL,Yes,Yes,No,Yes,No,No
3143-JQEGI,No,Fiber optic,No,No,No,No,Yes,Yes
6386-SZZKH,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3327-YBAKM,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
9441-QHEVC,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6705-LNMDD,No,DSL,No,No,No,Yes,No,No
2580-ASVVY,No phone service,DSL,Yes,No,No,Yes,Yes,No
3370-GQEAL,Yes,Fiber optic,No,No,No,No,Yes,No
5032-USPKF,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
2982-IHMFT,Yes,Fiber optic,No,No,No,No,No,No
3521-SYVOR,No,DSL,No,No,No,No,Yes,Yes
4254-QPEDE,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
6283-GITPX,No,DSL,Yes,Yes,Yes,Yes,Yes,No
9526-JAWYF,No,Fiber optic,No,Yes,Yes,No,Yes,No
0771-CHWSK,Yes,DSL,Yes,Yes,Yes,No,No,Yes
9788-HNGUT,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
9495-REDIY,No phone service,DSL,Yes,No,No,No,Yes,No
5375-XLDOF,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
1172-VIYBP,Yes,DSL,Yes,Yes,No,No,No,Yes
5649-VUKMC,No,Fiber optic,No,No,Yes,No,Yes,Yes
6559-PDZLR,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
8992-OBVDG,No,DSL,No,No,Yes,No,No,Yes
4273-MBHYA,No,Fiber optic,No,No,No,No,Yes,Yes
4724-WXVWF,Yes,Fiber optic,Yes,No,No,Yes,No,Yes
5701-GUXDC,No phone service,DSL,Yes,No,Yes,No,No,No
1460-UZPRJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6082-GLJIX,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5143-EGQFK,No phone service,DSL,No,No,No,Yes,No,No
4919-IKATY,Yes,Fiber optic,Yes,No,Yes,No,No,No
2495-TTHBQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0485-ZBSLN,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3810-PJUHR,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9050-QLROH,Yes,Fiber optic,No,No,Yes,No,No,Yes
0847-HGRML,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8232-CTLKO,No,DSL,Yes,No,No,No,Yes,No
9227-YBAXE,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes
6168-WFVVF,No,Fiber optic,No,No,No,No,No,No
9860-LISIZ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0112-QAWRZ,Yes,Fiber optic,No,No,Yes,No,Yes,No
0877-SDMBN,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
2786-GCDPI,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
4043-MKDTV,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
8065-YKXKD,Yes,Fiber optic,No,No,No,No,No,No
9637-EIHEQ,No,DSL,No,No,No,Yes,No,No
9229-RQABD,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8313-KTIHG,No,DSL,No,No,No,Yes,Yes,No
5320-BRKGK,Yes,DSL,Yes,No,Yes,Yes,Yes,No
6284-KMNUF,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9689-PTNPG,No,Fiber optic,No,No,No,No,Yes,No
9465-RWMXL,Yes,Fiber optic,No,No,Yes,No,No,No
6229-UOLQL,No phone service,DSL,Yes,Yes,No,Yes,Yes,No
2362-IBOOY,Yes,Fiber optic,No,No,No,No,No,Yes
3137-LUPIX,Yes,DSL,No,No,No,Yes,Yes,No
0843-WTBXE,Yes,Fiber optic,No,No,No,No,Yes,No
6143-JQKEA,No,DSL,No,No,No,No,No,No
8676-OOQEJ,No phone service,DSL,No,No,No,Yes,No,No
5515-IDEJJ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9701-CDXHR,No,Fiber optic,No,No,No,No,No,No
7450-NWRTR,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8124-NZVGJ,No phone service,DSL,No,No,No,Yes,Yes,Yes
2162-FRZAA,No phone service,DSL,No,Yes,Yes,Yes,No,No
5376-DEQCP,No,Fiber optic,No,No,No,No,No,No
5118-MUEYH,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
9095-HFAFX,No,Fiber optic,No,No,No,No,Yes,No
5627-TVBPP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2379-ENZGV,No,Fiber optic,No,Yes,No,No,Yes,No
3936-QQFLL,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2589-AYCRP,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4067-HLYQI,No,Fiber optic,No,No,No,No,No,No
5124-EOGYE,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5057-RKGLH,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0292-WEGCH,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
8910-ICHIU,No,Fiber optic,Yes,Yes,Yes,No,Yes,No
4097-YODCF,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
9715-WZCLW,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
9786-YWNHU,No,DSL,Yes,Yes,Yes,Yes,No,No
6407-GSJNL,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6005-OBZPH,Yes,Fiber optic,No,Yes,No,No,Yes,No
4049-ZPALD,No,Fiber optic,Yes,No,Yes,No,Yes,Yes
7932-WPTDS,No phone service,DSL,No,No,No,No,No,No
3733-UOCWF,Yes,Fiber optic,No,Yes,No,Yes,No,No
6833-JMZYP,No,Fiber optic,No,No,Yes,No,Yes,Yes
2722-VOJQL,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
1310-QRITU,Yes,DSL,No,No,No,No,No,No
8961-QDZZJ,No,Fiber optic,No,Yes,No,No,Yes,Yes
9715-SBVSU,No,DSL,Yes,Yes,No,No,No,Yes
8490-BXHEO,Yes,Fiber optic,No,Yes,No,No,No,No
7173-TETGO,Yes,Fiber optic,Yes,No,No,No,No,No
7929-SKFGK,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2300-RQGOI,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3563-SVYLG,No,DSL,Yes,Yes,Yes,Yes,No,No
5228-EXCET,No,Fiber optic,No,No,No,No,No,Yes
6435-VWCCY,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
4998-IKFSE,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
8630-QSGXK,Yes,DSL,No,No,No,Yes,Yes,Yes
2455-USLMV,Yes,Fiber optic,Yes,No,Yes,No,No,No
7394-FKDNK,No,Fiber optic,No,No,No,No,Yes,Yes
9488-FVZCC,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
6331-LWDTQ,Yes,DSL,No,No,No,No,Yes,Yes
5995-WWKKG,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1597-FZREH,No,DSL,No,No,Yes,Yes,Yes,Yes
7879-CGSFV,No,Fiber optic,Yes,Yes,No,No,Yes,Yes
9921-EZKBY,Yes,Fiber optic,Yes,No,Yes,No,No,Yes
7432-FFVAR,No,Fiber optic,No,No,Yes,Yes,No,Yes
7246-ZGQDF,No,DSL,Yes,No,No,Yes,No,No
7000-WCEVQ,Yes,DSL,No,No,No,No,No,Yes
0727-IWKVK,No,Fiber optic,No,Yes,Yes,No,No,No
5959-BELXA,Yes,Fiber optic,No,No,No,No,Yes,Yes
4456-RHSNB,No,DSL,No,No,Yes,No,No,No
3512-IZIKN,Yes,DSL,Yes,No,Yes,Yes,No,No
2481-SBOYW,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7109-MFBYV,No,DSL,No,No,No,No,No,No
1833-TCXKK,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1832-PEUTS,Yes,Fiber optic,No,No,Yes,No,Yes,No
6141-OOXUQ,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8660-BUETV,No,DSL,No,No,No,No,No,No
0580-PIQHM,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
5696-CEIQJ,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
7503-ZGUZJ,Yes,Fiber optic,No,No,No,No,Yes,No
1696-HXOWK,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
3026-ATZYV,No,DSL,Yes,Yes,No,No,Yes,Yes
4012-YCFAI,No,DSL,Yes,Yes,No,Yes,No,No
2506-TNFCO,No,Fiber optic,No,No,No,No,No,No
9970-QBCDA,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8718-PTMEZ,No phone service,DSL,No,Yes,No,No,No,No
9496-IVVRP,No,DSL,Yes,No,No,No,No,No
2207-OBZNX,No,DSL,Yes,No,No,No,No,No
2657-VPXTA,No,Fiber optic,No,No,No,No,Yes,Yes
6551-VLJMV,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1221-GHZEP,No,DSL,Yes,No,No,Yes,No,Yes
9289-LBQVU,Yes,DSL,No,Yes,No,Yes,No,Yes
