customerID,tenure,PhoneService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7048-GXDAY,39,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,No
8571-ZCMCX,47,No,Two year,Yes,Credit card (automatic),60,2768.65,No
1169-WCVAK,19,Yes,Month-to-month,Yes,Credit card (automatic),88.8,1672.35,No
4548-SDBKE,5,Yes,Month-to-month,Yes,Electronic check,85.2,474.8,Yes
8066-POXGX,13,No,Month-to-month,Yes,Electronic check,35.1,446.1,Yes
7129-CAKJW,17,Yes,Month-to-month,No,Bank transfer (automatic),80.05,1345.65,No
8695-ARGXZ,34,Yes,Month-to-month,Yes,Electronic check,75.55,2425.4,No
3570-YUEKJ,42,Yes,Month-to-month,Yes,Electronic check,49.55,2077.95,No
4143-OOBWZ,5,Yes,Month-to-month,Yes,Electronic check,81.3,416.3,Yes
1555-HAPSU,71,Yes,Two year,No,Credit card (automatic),23.9,1663.5,No
1697-NVVGY,19,Yes,Month-to-month,No,Bank transfer (automatic),66.4,1286.05,No
7854-EKTJL,2,Yes,Month-to-month,Yes,Electronic check,19.6,35.85,Yes
8464-EETCQ,57,Yes,Two year,No,Credit card (automatic),18.8,1094.35,No
2419-FSORS,72,Yes,Two year,Yes,Electronic check,108.4,7719.5,No
8132-YPVBX,6,Yes,Month-to-month,Yes,Mailed check,85.95,514.6,No
9102-IAYHT,17,Yes,Month-to-month,Yes,Electronic check,85.45,1451.6,Yes
6754-LZUKA,61,Yes,Two year,No,Bank transfer (automatic),80.9,4932.5,No
3422-LYEPQ,1,Yes,Month-to-month,Yes,Electronic check,71,71,Yes
8099-MZPUJ,48,Yes,Two year,No,Credit card (automatic),111.8,5443.65,No
0787-LHDYT,16,Yes,Month-to-month,Yes,Credit card (automatic),20.6,330.25,No
2642-DTVCO,9,Yes,Month-to-month,Yes,Electronic check,85.05,746.5,Yes
0374-IOEGQ,3,Yes,Month-to-month,No,Electronic check,44.6,122.7,No
4361-JEIVL,1,Yes,Month-to-month,Yes,Electronic check,44.4,44.4,Yes
3197-NNYNB,65,Yes,Two year,No,Credit card (automatic),105.1,6631.85,No
3396-DKDEL,70,Yes,Two year,Yes,Credit card (automatic),115.15,8250,No
1752-OZXFY,60,Yes,One year,Yes,Mailed check,59.8,3561.15,No
9066-QRSDU,69,Yes,One year,Yes,Electronic check,26.3,1763.55,No
9112-WSNPU,35,Yes,Month-to-month,No,Electronic check,70.55,2419,No
9867-NNXLC,22,Yes,Month-to-month,Yes,Mailed check,20.05,470.2,No
5321-NTRKC,66,Yes,Two year,No,Bank transfer (automatic),79.85,5234.95,No
1363-TXLSL,1,Yes,Month-to-month,Yes,Electronic check,70.3,70.3,Yes
9507-EXLTT,1,Yes,Month-to-month,Yes,Bank transfer (automatic),79.35,79.35,Yes
3161-GETRM,34,Yes,Month-to-month,Yes,Credit card (automatic),90.05,3097,No
0402-OAMEN,72,Yes,Two year,No,Bank transfer (automatic),24.45,1709.1,No
6933-VLYFX,31,No,One year,No,Electronic check,59.95,1848.8,No
6754-WKSHP,30,Yes,One year,No,Bank transfer (automatic),25.35,723.3,No
9846-GKXAS,9,Yes,Month-to-month,Yes,Bank transfer (automatic),90.8,809.75,Yes
6017-PPLPX,20,Yes,Month-to-month,Yes,Electronic check,70.45,1470.95,Yes
4976-LNFVV,19,No,Month-to-month,Yes,Credit card (automatic),34.3,577.15,No
5055-MGMGF,65,Yes,Month-to-month,Yes,Electronic check,105.05,6914.95,No
4641-FROLU,30,Yes,Two year,No,Mailed check,19.3,602.9,No
2862-JVEOY,6,Yes,One year,No,Mailed check,19.15,124.4,No
2969-QWUBZ,2,No,Month-to-month,No,Electronic check,51.4,96.8,No
9822-BIIGN,53,Yes,Month-to-month,No,Electronic check,71.85,3827.9,No
2077-MPJQO,7,Yes,Month-to-month,Yes,Electronic check,75.4,533.05,No
1534-OULXE,61,Yes,One year,Yes,Bank transfer (automatic),49.7,2961.4,No
7136-RVDTZ,70,No,One year,Yes,Electronic check,45.25,3264.45,Yes
2971-SGAFL,13,Yes,Month-to-month,Yes,Electronic check,78.75,995.35,No
1480-IVEVR,35,Yes,One year,Yes,Bank transfer (automatic),81.6,2815.25,No
2905-KFQUV,2,Yes,Month-to-month,Yes,Credit card (automatic),70.4,154.8,No
4581-SSPWD,3,Yes,Month-to-month,Yes,Electronic check,75.8,246.3,Yes
3370-HXOPH,3,Yes,Month-to-month,No,Electronic check,76.1,257.6,No
9391-YZEJW,62,Yes,One year,Yes,Bank transfer (automatic),94,5757.2,No
9958-MEKUC,72,Yes,Two year,No,Credit card (automatic),103.95,7517.7,No
0281-CNTZX,63,Yes,Two year,Yes,Bank transfer (automatic),19.95,1234.8,No
6927-WTFIV,20,Yes,Month-to-month,No,Credit card (automatic),71.3,1389.2,Yes
4118-CEVPF,35,Yes,One year,Yes,Bank transfer (automatic),110.8,3836.3,No
3398-ZOUAA,21,Yes,Month-to-month,Yes,Electronic check,69.1,1474.75,Yes
9114-VEPUF,62,Yes,One year,No,Electronic check,96.1,6001.45,No
7876-BEUTG,15,Yes,Month-to-month,Yes,Mailed check,48.8,720.1,No
2338-BQEZT,55,Yes,Month-to-month,Yes,Credit card (automatic),50.55,2832.75,No
9873-MNDKV,11,Yes,Month-to-month,Yes,Mailed check,44.65,472.25,No
0378-NHQXU,17,Yes,Month-to-month,No,Electronic check,88.25,1460.65,Yes
8241-JUIQO,61,Yes,One year,No,Bank transfer (automatic),19.45,1336.35,No
2194-IIQOF,71,Yes,Two year,No,Credit card (automatic),89.3,6388.65,No
4512-ZUIYL,2,Yes,Month-to-month,No,Bank transfer (automatic),70,153.05,Yes
9631-RXVJM,35,Yes,Two year,No,Mailed check,19.25,677.9,No
9584-EXCDZ,17,Yes,Month-to-month,No,Bank transfer (automatic),70.5,1165.6,No
7969-AULMZ,21,Yes,Month-to-month,Yes,Electronic check,97.35,2119.5,Yes
5093-FEGLU,47,Yes,Two year,No,Bank transfer (automatic),19.65,921.55,No
2621-UDNLU,3,Yes,Month-to-month,No,Mailed check,20.85,72,No
7526-IVLYU,3,Yes,Month-to-month,Yes,Mailed check,19.65,68.35,No
2428-HYUNX,44,Yes,Two year,Yes,Credit card (automatic),19.35,847.25,No
9214-EKVXR,1,Yes,Month-to-month,Yes,Mailed check,44,44,No
3410-MHHUM,44,Yes,One year,No,Electronic check,94.4,4295.35,No
0568-ONFPC,5,Yes,Month-to-month,Yes,Bank transfer (automatic),25.9,135,Yes
0733-VUNUW,24,Yes,Month-to-month,Yes,Bank transfer (automatic),55.65,1400.55,Yes
4550-EVXNY,1,Yes,Month-to-month,Yes,Electronic check,69.65,69.65,Yes
2122-YWVYA,18,Yes,Month-to-month,Yes,Electronic check,75.4,1380.4,No
2968-SSGAA,10,Yes,Month-to-month,Yes,Electronic check,100.6,1060.2,Yes
2296-DKZFP,65,Yes,Two year,No,Bank transfer (automatic),71,4386.2,No
4844-JJWUY,1,Yes,Month-to-month,Yes,Electronic check,86,86,Yes
6777-TGHTM,53,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,Yes
8909-BOLNL,3,Yes,One year,No,Mailed check,21.2,52.05,No
6603-YRDCJ,33,Yes,Two year,Yes,Mailed check,61.05,2018.4,No
3538-WZPHD,3,No,Month-to-month,Yes,Electronic check,29.6,79.45,Yes
3229-USWAR,34,Yes,One year,Yes,Bank transfer (automatic),79.95,2727.3,No
2138-VFAPZ,14,Yes,Two year,Yes,Mailed check,19.7,263.65,No
6131-JLWZM,13,Yes,Month-to-month,Yes,Mailed check,20.3,275.4,No
4785-QRJHC,46,No,One year,Yes,Bank transfer (automatic),59.9,2816.65,Yes
0269-XFESX,23,Yes,One year,No,Mailed check,24.35,538.5,No
1709-EJDOX,47,Yes,Two year,No,Mailed check,19.75,948.9,No
4316-XCSLJ,17,Yes,Month-to-month,Yes,Mailed check,50.3,846.8,No
8610-WFCJF,49,Yes,Month-to-month,Yes,Electronic check,95.6,4783.5,Yes
9693-XMUOB,59,No,Month-to-month,Yes,Electronic check,50.25,2997.45,No
0383-CLDDA,69,Yes,Two year,Yes,Credit card (automatic),85.35,5897.4,No
4905-JEFDW,11,No,One year,Yes,Electronic check,41.6,470.6,Yes
2709-UQGNP,10,Yes,Month-to-month,Yes,Mailed check,51.65,524.5,No
3549-ZTMNH,12,Yes,Two year,Yes,Bank transfer (automatic),24,269.65,No
7881-INRLC,45,Yes,Month-to-month,Yes,Credit card (automatic),100.85,4740,Yes
8033-ATFAS,39,Yes,Month-to-month,Yes,Mailed check,59.85,2341.5,No
1635-NZATJ,71,Yes,Two year,No,Credit card (automatic),25.45,1789.65,No
0562-HKHML,71,Yes,Two year,No,Credit card (automatic),23.9,1626.4,No
8277-RVRSV,33,Yes,One year,No,Credit card (automatic),24.15,800.3,No
9943-VSZUV,67,Yes,Month-to-month,Yes,Mailed check,75.7,5060.85,No
0117-LFRMW,37,No,Month-to-month,No,Bank transfer (automatic),40.2,1448.8,Yes
6172-FECYY,49,Yes,Month-to-month,No,Electronic check,84.5,4254.85,Yes
7054-ENNGU,9,Yes,Month-to-month,No,Mailed check,50.85,466.6,No
1455-HFBXA,52,Yes,Two year,Yes,Credit card (automatic),91.6,4627.8,No
9402-CXWPL,70,Yes,One year,No,Electronic check,98.9,6838.6,No
1628-BIZYP,1,Yes,Month-to-month,Yes,Electronic check,85,85,No
1965-AKTSX,14,Yes,Month-to-month,Yes,Electronic check,78.95,1101.85,Yes
0082-LDZUE,1,Yes,Month-to-month,Yes,Mailed check,44.3,44.3,No
4786-UKSNZ,1,Yes,Month-to-month,No,Mailed check,20.2,20.2,Yes
5343-SGUBI,52,Yes,One year,Yes,Mailed check,80.2,4297.6,No
0856-NAOES,6,Yes,Month-to-month,No,Mailed check,60.9,414.1,No
1976-AZZPJ,7,No,Month-to-month,No,Mailed check,34.2,256.6,No
7248-VZQLC,47,Yes,Month-to-month,Yes,Bank transfer (automatic),85.2,3969.35,Yes
6156-UZDLF,26,Yes,One year,Yes,Credit card (automatic),87.15,2274.1,No
3099-OONVS,25,Yes,Month-to-month,No,Electronic check,54.3,1296.8,No
9500-WBGRP,69,Yes,Two year,Yes,Mailed check,19.1,1268.85,No
5183-KLYEM,72,Yes,Two year,Yes,Credit card (automatic),112.75,8192.6,No
5144-PQCDZ,4,Yes,Month-to-month,Yes,Mailed check,19.95,59.25,No
8514-VZHEB,59,Yes,Two year,No,Mailed check,19.5,1147.85,No
6625-IUTTT,67,Yes,Two year,No,Bank transfer (automatic),65.55,4361.55,No
9355-NPPFS,26,Yes,Month-to-month,Yes,Electronic check,78.8,2006.1,No
0068-FIGTF,27,Yes,One year,No,Mailed check,78.2,2078.95,No
5965-GGPRW,72,Yes,Two year,No,Bank transfer (automatic),105.25,7609.75,No
8035-PWSEV,6,Yes,Month-to-month,Yes,Electronic check,89.25,487.05,No
2236-HILPA,62,Yes,Two year,No,Credit card (automatic),20.65,1218.45,No
1840-BIUOG,20,Yes,One year,Yes,Electronic check,68.7,1416.2,No
1356-MKYSK,6,Yes,Month-to-month,No,Credit card (automatic),78.65,483.3,No
6080-LNESI,51,Yes,Two year,No,Mailed check,24.75,1234.6,No
1830-IPXVJ,61,Yes,Two year,No,Credit card (automatic),19.75,1311.6,No
5828-DWPIL,62,Yes,Month-to-month,Yes,Electronic check,89.1,5618.3,No
8398-TBIYD,72,Yes,Two year,Yes,Bank transfer (automatic),84.7,6185.15,No
0011-IGKFF,13,Yes,Month-to-month,Yes,Electronic check,98,1237.85,Yes
4192-GORJT,5,Yes,Month-to-month,Yes,Electronic check,94.45,498.1,Yes
6496-SLWHQ,3,Yes,Month-to-month,Yes,Electronic check,105,294.45,Yes
9912-GVSEQ,26,Yes,Month-to-month,Yes,Electronic check,93.85,2381.55,Yes
2931-FSOHN,13,Yes,Month-to-month,Yes,Electronic check,59.9,788.35,No
9418-RUKPH,38,Yes,Two year,Yes,Mailed check,19.95,756.4,No
5383-MMTWC,8,Yes,Month-to-month,Yes,Electronic check,84,613.4,Yes
9971-ZWPBF,34,Yes,Month-to-month,Yes,Electronic check,108.9,3625.2,No
4712-AUQZO,18,No,Month-to-month,No,Mailed check,33.6,550.35,No
9711-FJTBX,56,Yes,One year,Yes,Mailed check,85.85,4793.8,No
2908-ZTPNF,36,No,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,No
7240-ETPTR,9,No,Month-to-month,Yes,Electronic check,48.75,442.2,Yes
2202-CUYXZ,1,Yes,Month-to-month,Yes,Electronic check,84.85,84.85,Yes
5995-OIGLP,12,Yes,Month-to-month,No,Mailed check,56.65,654.85,Yes
8421-WZOOW,57,Yes,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,No
6261-RCVNS,42,Yes,One year,No,Credit card (automatic),73.9,3160.55,Yes
7951-QKZPL,33,Yes,Two year,Yes,Mailed check,24.5,740.3,Yes
1414-YADCW,70,Yes,Two year,No,Bank transfer (automatic),84.6,5706.2,No
8756-RDDLT,68,No,Month-to-month,No,Electronic check,44.95,3085.35,No
2862-PFNIK,1,No,Month-to-month,Yes,Electronic check,24.7,24.7,No
5816-QVHRX,37,Yes,Month-to-month,No,Credit card (automatic),100.3,3541.4,No
4430-YHXGG,4,Yes,Month-to-month,Yes,Mailed check,25.45,84.2,No
6888-SBYAI,1,Yes,Month-to-month,Yes,Mailed check,50.7,50.7,No
7395-XWZOY,20,No,Month-to-month,Yes,Credit card (automatic),55,1165.55,No
7169-YWAMK,72,Yes,Two year,No,Bank transfer (automatic),68.4,4855.35,No
3640-PHQXK,31,Yes,Month-to-month,Yes,Electronic check,89.9,2806.9,Yes
6877-LGWXO,18,Yes,Month-to-month,No,Electronic check,78.55,1422.65,Yes
6859-RKMZJ,11,Yes,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,No
2729-VNVAP,33,Yes,Two year,No,Credit card (automatic),19.8,641.35,No
2957-JIRMN,62,Yes,One year,No,Electronic check,84.45,4959.15,No
2049-BAFNW,1,No,Month-to-month,No,Mailed check,35.9,35.9,No
3842-QTGDL,16,Yes,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,No
7163-OCEQI,22,Yes,One year,Yes,Mailed check,78.65,1663.75,No
9782-LGXMC,49,Yes,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No
5975-BAICR,36,Yes,One year,Yes,Credit card (automatic),63.7,2188.5,No
8019-ENHXU,42,Yes,Month-to-month,Yes,Electronic check,99.45,4138.05,Yes
5167-GBFRE,4,No,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,Yes
9033-EOXWV,12,Yes,One year,No,Mailed check,74.05,872.65,Yes
4673-KKSLS,31,Yes,Month-to-month,No,Electronic check,87.6,2724.25,No
4853-OITSN,5,Yes,Month-to-month,Yes,Electronic check,89.15,413.25,No
9800-OUIGR,66,Yes,Two year,No,Credit card (automatic),20,1374.2,No
1324-NLTJE,15,Yes,Month-to-month,No,Credit card (automatic),55,757.1,Yes
2324-EFHVG,64,Yes,Two year,Yes,Bank transfer (automatic),104.4,6692.65,No
7094-MSZAO,10,Yes,Month-to-month,Yes,Credit card (automatic),20.05,218.5,No
1522-VVDMG,7,Yes,Month-to-month,Yes,Electronic check,89.75,608.8,Yes
6907-CQGPN,29,No,Month-to-month,No,Electronic check,34.3,1004.75,No
0780-XNZFN,57,Yes,Two year,No,Bank transfer (automatic),20.65,1125.6,No
0239-OXEXL,46,Yes,Month-to-month,No,Mailed check,84.25,3847.6,No
2675-IJRGJ,53,Yes,Two year,No,Bank transfer (automatic),19.65,978,No
7049-GKVZY,17,Yes,One year,No,Credit card (automatic),79.85,1387.35,No
8577-QSOCG,38,Yes,Two year,Yes,Mailed check,20.2,746.05,No
3721-CNZHX,15,Yes,One year,No,Mailed check,19.8,304.6,No
0212-ISBBF,22,No,Month-to-month,Yes,Electronic check,50.35,1098.85,No
9185-TQCVP,14,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,Yes
3585-YNADK,57,Yes,One year,No,Bank transfer (automatic),74.6,4368.95,No
5271-DBYSJ,11,Yes,Month-to-month,Yes,Credit card (automatic),79.15,827.7,No
1099-GODLO,1,Yes,Two year,No,Mailed check,20.35,20.35,No
6828-HMKWP,12,Yes,Two year,No,Bank transfer (automatic),21.05,262.05,No
5567-WSELE,3,Yes,Month-to-month,Yes,Electronic check,94.6,279.55,Yes
1472-TNCWL,36,Yes,Month-to-month,Yes,Electronic check,94.7,3512.5,No
8063-RJYNF,16,Yes,Month-to-month,Yes,Electronic check,94.25,1483.25,Yes
0687-ZVTHB,65,Yes,One year,No,Credit card (automatic),72.45,4653.85,Yes
2080-GKCWQ,2,Yes,Month-to-month,No,Electronic check,74.95,151.75,No
9661-ACXBS,42,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,Yes
2193-SFWQW,72,Yes,Two year,No,Bank transfer (automatic),111.95,8033.1,No
5656-JAMLX,62,Yes,Two year,No,Bank transfer (automatic),19.85,1253.65,No
3462-BJQQA,6,Yes,Month-to-month,Yes,Electronic check,89.75,552.65,No
0442-TDYUO,48,Yes,Two year,Yes,Mailed check,20.05,1036,No
6733-LRIZX,35,Yes,Two year,Yes,Electronic check,108.95,4025.5,No
9503-XJUME,52,Yes,One year,No,Credit card (automatic),19.65,928.4,No
4367-NHWMM,1,No,Month-to-month,Yes,Mailed check,24.9,24.9,No
3727-RJMEO,6,Yes,Month-to-month,Yes,Electronic check,82.85,460.25,Yes
3779-OSWCF,71,Yes,Two year,No,Credit card (automatic),93.2,6506.15,No
6736-DHUQI,67,Yes,One year,No,Bank transfer (automatic),84.8,5598.3,No
3915-ODIYG,60,Yes,One year,Yes,Electronic check,71.75,4374.55,No
1360-RCYRT,23,No,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,No
2724-FJDYW,39,No,One year,No,Bank transfer (automatic),54.85,2191.7,No
4451-RWASJ,15,Yes,One year,Yes,Mailed check,19.5,239.75,No
6646-VRFOL,53,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes
3460-TJBWI,24,Yes,Two year,No,Mailed check,24.2,609.05,No
5917-HBSDW,37,Yes,Month-to-month,No,Electronic check,19.35,683.75,No
5685-IIXLY,5,Yes,Month-to-month,Yes,Electronic check,83.6,404.2,Yes
5671-UUNXD,50,Yes,One year,Yes,Electronic check,100.65,5189.75,No
0956-ACVZC,54,Yes,One year,Yes,Credit card (automatic),94.1,5060.9,No
2325-NBPZG,3,Yes,Month-to-month,Yes,Electronic check,74.55,233.65,No
4250-ZBWLV,68,Yes,One year,No,Electronic check,108.45,7176.55,Yes
4482-FTFFX,5,Yes,Month-to-month,No,Electronic check,56.15,291.45,No
8859-DZTGQ,33,Yes,Two year,No,Mailed check,20.35,689.75,No
0440-MOGPM,41,Yes,One year,Yes,Electronic check,80.55,3263.9,No
0020-JDNXP,34,No,One year,No,Mailed check,61.25,1993.2,No
3752-CQSJI,13,Yes,Month-to-month,Yes,Mailed check,20.45,254.5,No
5025-GOOKI,20,Yes,Month-to-month,Yes,Credit card (automatic),18.9,347.65,No
4698-KVLLG,51,Yes,Two year,No,Credit card (automatic),19.6,967.9,No
5095-AESKG,3,Yes,Month-to-month,Yes,Credit card (automatic),91.5,242.95,Yes
2887-JPYLU,41,Yes,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,No
4770-QAZXN,13,Yes,Month-to-month,No,Credit card (automatic),19.45,232.1,No
4896-CPRPF,35,Yes,Two year,No,Bank transfer (automatic),25.45,809.25,No
1871-MOWRM,12,Yes,Month-to-month,No,Bank transfer (automatic),80.85,866.45,Yes
9714-EDSUC,4,Yes,Month-to-month,Yes,Mailed check,94.9,360.55,No
2027-OAQQC,43,No,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,Yes
0282-NVSJS,12,No,Month-to-month,Yes,Mailed check,29.3,355.9,No
9090-SGQXL,68,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,Yes
6595-YGXIT,25,Yes,Month-to-month,Yes,Electronic check,88.95,2291.2,Yes
7353-YOWFP,7,Yes,One year,No,Mailed check,20.25,129.15,No
9835-ZIITK,66,Yes,One year,Yes,Electronic check,110.85,7491.75,Yes
8008-ESFLK,53,Yes,One year,No,Electronic check,110.5,5835.5,No
7537-CBQUZ,63,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,No
1555-DJEQW,70,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,Yes
5649-TJHOV,27,No,Month-to-month,No,Bank transfer (automatic),36.5,1032,Yes
0519-XUZJU,1,Yes,Month-to-month,No,Mailed check,70.75,70.75,Yes
3363-EWLGO,5,Yes,Month-to-month,No,Mailed check,19.95,109.6,No
4750-UKWJK,37,Yes,One year,No,Mailed check,19.6,727.8,No
6338-AVWCY,3,No,Month-to-month,Yes,Mailed check,40.15,130.75,Yes
1689-YQBYY,12,Yes,Month-to-month,Yes,Electronic check,76.6,893,No
4487-ZYJZK,38,Yes,One year,No,Credit card (automatic),19.6,763.1,No
2959-FENLU,9,Yes,Month-to-month,Yes,Credit card (automatic),85.3,781.4,No
0708-LGSMF,13,Yes,Month-to-month,Yes,Electronic check,65.85,902.25,No
9253-QXKBE,29,Yes,Month-to-month,Yes,Electronic check,94.45,2653.65,Yes
7634-HLQJR,47,Yes,Two year,No,Credit card (automatic),20.05,1016.7,No
0487-RPVUM,61,Yes,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,No
4079-ULGFR,16,Yes,Month-to-month,No,Mailed check,20,275.7,No
2516-XSJKX,41,Yes,Two year,No,Electronic check,78.45,3126.45,No
0057-QBUQH,43,Yes,Two year,Yes,Electronic check,25.1,1070.15,No
9445-SZLCH,36,Yes,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,Yes
6599-SFQVE,6,Yes,Month-to-month,Yes,Electronic check,55,340.4,No
8331-ZXFOE,58,Yes,One year,Yes,Credit card (automatic),71.1,4299.2,No
4003-FUSHP,19,Yes,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,No
0356-ERHVT,11,Yes,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,No
7325-ENZFI,39,No,One year,Yes,Bank transfer (automatic),40.3,1630.4,No
4884-ZTHVF,8,Yes,Month-to-month,Yes,Electronic check,87.1,713.6,No
3920-HIHMQ,26,Yes,Month-to-month,Yes,Mailed check,49.5,1265.65,No
3055-OYMSE,53,Yes,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,No
0613-WUXUM,70,Yes,Two year,Yes,Mailed check,19.2,1401.4,No
7568-PODML,1,No,Month-to-month,Yes,Mailed check,45.3,45.3,Yes
4458-KVRBJ,59,Yes,Two year,No,Mailed check,25,1510.5,No
5349-IECLD,2,Yes,Month-to-month,No,Electronic check,94.95,178.1,Yes
1397-XKKWR,7,No,One year,No,Mailed check,35.3,264.8,No
3945-GFWQL,12,Yes,Month-to-month,Yes,Electronic check,44.55,480.6,Yes
8097-OMULG,59,Yes,One year,No,Credit card (automatic),76.75,4541.9,No
6013-BHCAW,61,Yes,Two year,Yes,Bank transfer (automatic),81,4976.15,No
0401-WDBXM,72,Yes,Two year,Yes,Bank transfer (automatic),105.55,7542.25,No
3387-PLKUI,13,Yes,Month-to-month,No,Mailed check,18.8,251.25,No
6096-EGVTU,64,Yes,One year,No,Mailed check,24.9,1595.5,No
3797-VTIDR,1,No,Month-to-month,Yes,Electronic check,23.45,23.45,Yes
5081-NWSUP,10,Yes,One year,No,Mailed check,64.9,685.55,No
2580-ATZSQ,65,Yes,One year,No,Bank transfer (automatic),61.35,3874.1,No
8085-MSNLK,62,Yes,Two year,No,Mailed check,113.95,6891.4,No
9691-HKOVS,55,Yes,One year,Yes,Electronic check,90.15,4916.95,No
9881-VCZEP,25,Yes,Month-to-month,No,Electronic check,54.1,1373,No
9526-BIHHD,1,No,Month-to-month,No,Mailed check,29.7,29.7,Yes
8757-TFHHJ,1,Yes,Month-to-month,Yes,Credit card (automatic),49.8,49.8,No
4523-WXCEF,59,Yes,Month-to-month,No,Electronic check,101.1,6039.9,Yes
1468-DEFNC,64,Yes,Two year,Yes,Bank transfer (automatic),24.4,1548.65,No
5119-KEPFY,36,Yes,Month-to-month,Yes,Bank transfer (automatic),95,3440.25,No
8364-TRMMK,3,Yes,Month-to-month,Yes,Mailed check,50.65,151.3,Yes
0916-KNFAJ,61,Yes,Two year,Yes,Mailed check,69.9,4226.7,No
8319-QBEHW,26,No,One year,Yes,Bank transfer (automatic),39.95,1023.75,No
3063-QFSZL,1,Yes,Month-to-month,Yes,Electronic check,55.4,55.4,Yes
8775-LHDJH,1,Yes,Month-to-month,Yes,Electronic check,90.6,90.6,Yes
9625-QNLUX,68,Yes,Two year,Yes,Credit card (automatic),103.25,7074.4,No
3097-NQYSN,2,Yes,Month-to-month,Yes,Mailed check,86.85,156.35,Yes
4024-CSNBY,72,Yes,Two year,Yes,Bank transfer (automatic),94.25,6849.75,No
7110-BDTWG,71,No,Two year,Yes,Electronic check,47.05,3263.6,No
7493-GVFIO,57,Yes,Two year,No,Credit card (automatic),20.55,1252.85,No
0690-SRQID,4,Yes,Month-to-month,Yes,Mailed check,19.65,67.55,No
9605-WGJVW,1,Yes,Month-to-month,Yes,Electronic check,70.2,70.2,No
9114-DPSIA,72,Yes,Two year,No,Credit card (automatic),81,5750,No
4700-UBQMV,21,Yes,One year,Yes,Bank transfer (automatic),75.9,1549.75,No
7711-GQBZC,71,Yes,Two year,No,Bank transfer (automatic),24.7,1810.55,No
3565-UNOCC,29,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,2952.85,Yes
4627-MIHJH,69,Yes,Two year,No,Credit card (automatic),110.25,7467.55,No
9795-NREXC,64,Yes,Two year,Yes,Credit card (automatic),85,5484.4,No
8573-CGOCC,16,Yes,Month-to-month,No,Credit card (automatic),19.75,294.9,No
7356-AYNJP,4,Yes,One year,No,Electronic check,23.9,97.5,No
9249-FXSCK,52,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,Yes
5493-SDRDQ,2,Yes,Month-to-month,Yes,Mailed check,55.1,113.35,Yes
6286-SUUWT,1,Yes,Month-to-month,No,Mailed check,19.95,19.95,No
4819-HJPIW,18,No,Month-to-month,No,Mailed check,25.15,476.8,No
8654-DHAOW,2,Yes,Month-to-month,No,Mailed check,54.15,101.65,No
5438-QMDDL,19,Yes,Month-to-month,Yes,Mailed check,59.8,1130.85,No
9812-GHVRI,40,Yes,Month-to-month,No,Bank transfer (automatic),83.85,3532.25,No
5553-AOINX,66,Yes,One year,Yes,Electronic check,104.9,6891.45,No
1228-ZLNBX,21,Yes,Month-to-month,No,Mailed check,75.3,1570.7,No
4226-KKDON,8,Yes,Month-to-month,Yes,Electronic check,66.65,520.95,No
3831-YCPUO,72,Yes,Two year,Yes,Credit card (automatic),109.5,7854.9,No
7445-WMRBW,48,Yes,One year,Yes,Bank transfer (automatic),73.85,3581.4,No
3308-DGHKL,69,Yes,Two year,Yes,Bank transfer (automatic),19.3,1447.9,No
9924-JPRMC,72,Yes,Two year,Yes,Electronic check,118.2,8547.15,No
0080-EMYVY,14,Yes,One year,No,Credit card (automatic),51.45,727.85,No
6218-KNUBD,6,Yes,Month-to-month,No,Electronic check,59.45,357.6,No
7337-CINUD,8,Yes,Two year,No,Bank transfer (automatic),19.5,159.35,No
7609-NRNCA,17,Yes,One year,No,Mailed check,19.55,280.85,No
0623-EJQEG,65,Yes,One year,No,Electronic check,93.55,6069.25,No
7153-CHRBV,57,Yes,One year,Yes,Mailed check,59.3,3274.35,No
0871-URUWO,13,Yes,Month-to-month,Yes,Credit card (automatic),102.25,1359,Yes
9190-MFJLN,19,Yes,Month-to-month,Yes,Credit card (automatic),95.9,1777.9,Yes
